Genome-ID,Oral_Taxon-ID,Genus,Species,SubSpecies,Strain,No. Contigs,Total Length,MAG,Assembly Level,GC %,Genus_for_pathogen,is_pathogen
GCA_017355025.1,HMT-120,Staphylococcus,haemolyticus,,1b,4,2390652,,Complete Genome,32.82,staphylococcus,0
GCA_017355045.1,HMT-120,Staphylococcus,haemolyticus,,12b,3,2382565,,Complete Genome,32.75,staphylococcus,0
GCA_018986335.1,HMT-120,Staphylococcus,haemolyticus,,A11,24,2485414,,Contig,32.67,staphylococcus,0
GCA_018996905.1,HMT-120,Staphylococcus,haemolyticus,,A3.2,24,2497919,,Contig,32.64,staphylococcus,0
GCA_019048025.1,HMT-120,Staphylococcus,haemolyticus,,FDAARGOS 1453,3,2568751,,Complete Genome,32.88,staphylococcus,0
GCA_019222685.1,HMT-120,Staphylococcus,haemolyticus,,NY5,3,2539247,,Complete Genome,32.68,staphylococcus,0
GCA_019349055.1,HMT-120,Staphylococcus,haemolyticus,,C128_MRS_SCCmec type VII/X,5,2842834,,Contig,32.76,staphylococcus,0
GCA_019426365.1,HMT-120,Staphylococcus,haemolyticus,,B,48,2668788,,Contig,32.77,staphylococcus,0
GCA_019426385.1,HMT-120,Staphylococcus,haemolyticus,,A,42,2572961,,Contig,32.72,staphylococcus,0
GCA_019426405.1,HMT-120,Staphylococcus,haemolyticus,,D,51,2591907,,Contig,32.69,staphylococcus,0
GCA_021270905.1,HMT-120,Staphylococcus,haemolyticus,,Ani_LG-048,5,2649024,,Contig,32.63,staphylococcus,0
GCA_021366995.1,HMT-120,Staphylococcus,haemolyticus,,Ani-LG-036,39,2428110,,Contig,32.85,staphylococcus,0
GCA_021367115.1,HMT-120,Staphylococcus,haemolyticus,,Ani-LG-021,40,2526847,,Contig,32.78,staphylococcus,0
GCA_021367155.1,HMT-120,Staphylococcus,haemolyticus,,Ani-LG-019,43,2495438,,Contig,32.96,staphylococcus,0
GCA_021367495.1,HMT-120,Staphylococcus,haemolyticus,,Ani-GT-046,51,2495433,,Contig,32.79,staphylococcus,0
GCA_021367505.1,HMT-120,Staphylococcus,haemolyticus,,Ani-GT-050,45,2456533,,Contig,32.86,staphylococcus,0
GCA_021367725.1,HMT-120,Staphylococcus,haemolyticus,,Ani-GT-003,40,2449567,,Contig,32.86,staphylococcus,0
GCA_021442105.1,HMT-120,Staphylococcus,haemolyticus,,BC5211,1,2580024,,Complete Genome,32.83,staphylococcus,0
GCA_022484865.1,HMT-120,Staphylococcus,haemolyticus,,51P6ENG_1,21,2341885,,Scaffold,32.64,staphylococcus,0
GCA_022484905.1,HMT-120,Staphylococcus,haemolyticus,,H10FS1,18,2355821,,Scaffold,32.62,staphylococcus,0
GCA_022485005.1,HMT-120,Staphylococcus,haemolyticus,,114P2SUD1,34,2387113,,Scaffold,32.7,staphylococcus,0
GCA_022485095.1,HMT-120,Staphylococcus,haemolyticus,,051P1ENP_1,32,2409183,,Scaffold,32.51,staphylococcus,0
GCA_022485125.1,HMT-120,Staphylococcus,haemolyticus,,C91NS1,35,2495391,,Scaffold,32.8,staphylococcus,0
GCA_022485285.1,HMT-120,Staphylococcus,haemolyticus,,85P1FS1,36,2340269,,Scaffold,32.57,staphylococcus,0
GCA_022485485.1,HMT-120,Staphylococcus,haemolyticus,,051P5ENP_1,42,2276175,,Scaffold,32.72,staphylococcus,0
GCA_022485685.1,HMT-120,Staphylococcus,haemolyticus,,C84FS2,46,2421236,,Scaffold,32.75,staphylococcus,0
GCA_022485725.1,HMT-120,Staphylococcus,haemolyticus,,051P4ENG_1,37,2477201,,Scaffold,32.61,staphylococcus,0
GCA_022485825.1,HMT-120,Staphylococcus,haemolyticus,,C61NS2,30,2419336,,Scaffold,32.74,staphylococcus,0
GCA_022486125.1,HMT-120,Staphylococcus,haemolyticus,,C86FS1,49,2461968,,Scaffold,32.73,staphylococcus,0
GCA_022486245.1,HMT-120,Staphylococcus,haemolyticus,,C38NS1,27,2506624,,Scaffold,32.7,staphylococcus,0
GCA_022486365.1,HMT-120,Staphylococcus,haemolyticus,,103P3NS1,19,2559563,,Scaffold,32.72,staphylococcus,0
GCA_022486405.1,HMT-120,Staphylococcus,haemolyticus,,37P8SUD1,30,2524658,,Scaffold,32.78,staphylococcus,0
GCA_022487705.1,HMT-120,Staphylococcus,haemolyticus,,008P5SUE2,28,2445437,,Scaffold,32.46,staphylococcus,0
GCA_022487725.1,HMT-120,Staphylococcus,haemolyticus,,007P2ENG3BHI,36,2378928,,Scaffold,32.57,staphylococcus,0
GCA_022487785.1,HMT-120,Staphylococcus,haemolyticus,,008P4SUE001,12,2456999,,Scaffold,32.62,staphylococcus,0
GCA_022690445.1,HMT-120,Staphylococcus,haemolyticus,,acroh,45,2407753,,Contig,32.49,staphylococcus,0
GCA_022690485.1,HMT-120,Staphylococcus,haemolyticus,,acroa,48,2337166,,Contig,32.66,staphylococcus,0
GCA_022690525.1,HMT-120,Staphylococcus,haemolyticus,,acrob,42,2368537,,Contig,32.6,staphylococcus,0
GCA_022690545.1,HMT-120,Staphylococcus,haemolyticus,,acrnz,49,2355844,,Contig,32.62,staphylococcus,0
GCA_022695905.1,HMT-120,Staphylococcus,haemolyticus,,1864,8,2591539,,Contig,32.66,staphylococcus,0
GCA_022695925.1,HMT-120,Staphylococcus,haemolyticus,,48,5,2611179,,Contig,32.7,staphylococcus,0
GCA_022811505.1,HMT-120,Staphylococcus,haemolyticus,,MSA_JNM56C1,1,2555440,,Chromosome,32.86,staphylococcus,0
GCA_024668745.2,HMT-120,Staphylococcus,haemolyticus,,4,1,2575474,,Chromosome,32.89,staphylococcus,0
GCA_024668785.2,HMT-120,Staphylococcus,haemolyticus,,6,2,2582674,,Chromosome,32.83,staphylococcus,0
GCA_024668805.2,HMT-120,Staphylococcus,haemolyticus,,5,2,2663947,,Chromosome,32.92,staphylococcus,0
GCA_024722415.1,HMT-120,Staphylococcus,haemolyticus,,4M,4,2608257,,Complete Genome,32.96,staphylococcus,0
GCA_027594605.1,HMT-120,Staphylococcus,haemolyticus,,CGMH-SH53,2,2586626,,Chromosome,32.72,staphylococcus,0
GCA_027594625.1,HMT-120,Staphylococcus,haemolyticus,,CGMH-SH51,2,2596982,,Complete Genome,32.74,staphylococcus,0
GCA_029023945.1,HMT-120,Staphylococcus,haemolyticus,,DSM 20263,3,2571027,,Complete Genome,32.88,staphylococcus,0
GCA_029917045.1,HMT-120,Staphylococcus,haemolyticus,,SH1275,4,2619402,,Complete Genome,32.76,staphylococcus,0
GCA_029917065.1,HMT-120,Staphylococcus,haemolyticus,,SH9361,3,2511057,,Complete Genome,32.82,staphylococcus,0
GCA_030264095.1,HMT-120,Staphylococcus,haemolyticus,,M1691_10,3,2471657,,Complete Genome,32.93,staphylococcus,0
GCA_030435855.1,HMT-120,Staphylococcus,haemolyticus,,CCSH-121,3,2490837,,Complete Genome,32.84,staphylococcus,0
GCA_030435935.1,HMT-120,Staphylococcus,haemolyticus,,CJFE-402M,3,2610080,,Complete Genome,32.88,staphylococcus,0
GCA_030644245.1,HMT-120,Staphylococcus,haemolyticus,,F0718,1,2497780,,Complete Genome,32.82,staphylococcus,0
GCA_900240195.1,HMT-120,Staphylococcus,haemolyticus,,Staphylococcus haemolyticus K8,1,2426012,,Chromosome,32.79,staphylococcus,0
GCA_900458595.1,HMT-120,Staphylococcus,haemolyticus,,NCTC11042,4,2569468,,Contig,32.88,staphylococcus,0
GCA_001051895.1,HMT-127,Staphylococcus,hominis,,As3,15,1983631,,Contig,31.68,staphylococcus,0
GCA_001051905.1,HMT-127,Staphylococcus,hominis,,As1,17,2113143,,Contig,31.65,staphylococcus,0
GCA_001051915.1,HMT-127,Staphylococcus,hominis,,As2,16,2124015,,Contig,31.58,staphylococcus,0
GCA_002850375.1,HMT-127,Staphylococcus,hominis,,K1,1,2253412,,Complete Genome,31.36,staphylococcus,0
GCA_002860985.1,HMT-127,Staphylococcus,hominis,,UMB0272,18,2218470,,Scaffold,31.28,staphylococcus,0
GCA_002901845.1,HMT-127,Staphylococcus,hominis,,NCTC 11320,30,2204528,,Scaffold,31.4,staphylococcus,0
GCA_002951505.1,HMT-127,Staphylococcus,hominis,,C34847,1,2273112,,Complete Genome,31.6,staphylococcus,0
GCA_002954105.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_136,7,2268051,,Chromosome,31.58,staphylococcus,0
GCA_003812505.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_575,3,2257431,,Complete Genome,31.61,staphylococcus,0
GCA_004365845.1,HMT-127,Staphylococcus,hominis,,AtDRG32,15,2179656,,Scaffold,31.38,staphylococcus,0
GCA_005502385.1,HMT-127,Staphylococcus,hominis,,L2B,28,2174619,,Contig,31.36,staphylococcus,0
GCA_007004175.1,HMT-127,Staphylococcus,hominis,,SDA3,34,2289009,,Contig,31.46,staphylococcus,0
GCA_007004245.1,HMT-127,Staphylococcus,hominis,,SDC3,20,2178430,,Contig,31.39,staphylococcus,0
GCA_007004385.1,HMT-127,Staphylococcus,hominis,,SDB3,33,2212016,,Contig,31.43,staphylococcus,0
GCA_007814725.1,HMT-127,Staphylococcus,hominis,,19A,3,2281220,,Complete Genome,31.68,staphylococcus,0
GCA_009663945.1,HMT-127,Staphylococcus,hominis,,SHYJILJH,20,2214275,,Contig,31.29,staphylococcus,0
GCA_009730115.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_747,4,2242116,,Complete Genome,31.53,staphylococcus,0
GCA_009730135.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_746,3,2372192,,Complete Genome,31.61,staphylococcus,0
GCA_009897275.1,HMT-127,Staphylococcus,hominis,,APC 3824,33,2292997,,Contig,31.27,staphylococcus,0
GCA_012273435.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_745,3,2359666,,Chromosome,31.44,staphylococcus,0
GCA_013267575.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_762,5,2255507,,Complete Genome,31.54,staphylococcus,0
GCA_013364435.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_748,5,2338044,,Chromosome,31.63,staphylococcus,0
GCA_014264985.1,HMT-127,Staphylococcus,hominis,,IIF3SC-B11-FOX,26,2243268,,Scaffold,31.42,staphylococcus,0
GCA_014264995.1,HMT-127,Staphylococcus,hominis,,IIF3SC-B11-P,26,2243589,,Contig,31.42,staphylococcus,0
GCA_014265005.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P2-NN,27,2245297,,Scaffold,31.43,staphylococcus,0
GCA_014265015.1,HMT-127,Staphylococcus,hominis,,IIF3SC-B11-OX,29,2243827,,Scaffold,31.42,staphylococcus,0
GCA_014265025.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P2-P,29,2244759,,Scaffold,31.43,staphylococcus,0
GCA_014265085.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P1-OX,27,2244342,,Contig,31.43,staphylococcus,0
GCA_014265095.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P2-FOX,27,2244014,,Scaffold,31.42,staphylococcus,0
GCA_014265125.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P1-RA,28,2243671,,Scaffold,31.42,staphylococcus,0
GCA_014265215.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P1-FOX,30,2244373,,Contig,31.42,staphylococcus,0
GCA_014266385.1,HMT-127,Staphylococcus,hominis,,IIF7SC-B2,29,2113506,,Contig,31.45,staphylococcus,0
GCA_014266505.1,HMT-127,Staphylococcus,hominis,,IIF4SC-B5,27,2203387,,Contig,31.41,staphylococcus,0
GCA_014266525.1,HMT-127,Staphylococcus,hominis,,IIF3SC-B11,29,2245911,,Scaffold,31.43,staphylococcus,0
GCA_014266705.1,HMT-127,Staphylococcus,hominis,,IIF4SC-B9,29,2207922,,Contig,31.44,staphylococcus,0
GCA_014266895.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P2,23,2245723,,Scaffold,31.43,staphylococcus,0
GCA_014266935.1,HMT-127,Staphylococcus,hominis,,IIF3SW-P1,28,2245823,,Scaffold,31.43,staphylococcus,0
GCA_014267295.1,HMT-127,Staphylococcus,hominis,,IIF4SC-B4,29,2198199,,Scaffold,31.42,staphylococcus,0
GCA_014645875.1,HMT-127,Staphylococcus,hominis,,CGMCC 4.7143,39,2184290,,Contig,31.39,staphylococcus,0
GCA_015274675.1,HMT-127,Staphylococcus,hominis,,R6016,34,2244822,,Contig,31.51,staphylococcus,0
GCA_016623665.1,HMT-127,Staphylococcus,hominis,,FDAARGOS_1043,18,2678023,,Scaffold,31.59,staphylococcus,0
GCA_017315645.1,HMT-127,Staphylococcus,hominis,,HAA31,30,2172017,,Contig,31.42,staphylococcus,0
GCA_018456105.1,HMT-127,Staphylococcus,hominis,,MBF12-19J,2,2295496,,Contig,31.54,staphylococcus,0
GCA_019149255.1,HMT-127,Staphylococcus,hominis,,K24,27,2162928,,Contig,31.25,staphylococcus,0
GCA_020740045.1,HMT-127,Staphylococcus,hominis,,AATZL,22,2277719,,Contig,31.35,staphylococcus,0
GCA_020740115.1,HMT-127,Staphylococcus,hominis,,AATZB,29,2277881,,Contig,31.27,staphylococcus,0
GCA_021366525.1,HMT-127,Staphylococcus,hominis,,Ani-LG-162,27,2226036,,Contig,31.38,staphylococcus,0
GCA_021366695.1,HMT-127,Staphylococcus,hominis,,Ani-LG-137,28,2244302,,Contig,31.35,staphylococcus,0
GCA_021366975.1,HMT-127,Staphylococcus,hominis,,Ani-LG-038,30,2191896,,Contig,31.41,staphylococcus,0
GCA_021497065.1,HMT-127,Staphylococcus,hominis,,S34-1,3,2254542,,Complete Genome,31.44,staphylococcus,0
GCA_022689575.1,HMT-127,Staphylococcus,hominis,,acrlz,31,2259789,,Contig,31.27,staphylococcus,0
GCA_022689645.1,HMT-127,Staphylococcus,hominis,,acrln,34,2277235,,Contig,31.25,staphylococcus,0
GCA_022689665.1,HMT-127,Staphylococcus,hominis,,acrly,28,2260117,,Contig,31.26,staphylococcus,0
GCA_022689725.1,HMT-127,Staphylococcus,hominis,,acrlx,31,2258694,,Contig,31.27,staphylococcus,0
GCA_022689775.1,HMT-127,Staphylococcus,hominis,,acrll,26,2284405,,Contig,31.25,staphylococcus,0
GCA_022689785.1,HMT-127,Staphylococcus,hominis,,acrmm,31,2217530,,Contig,31.27,staphylococcus,0
GCA_022689855.1,HMT-127,Staphylococcus,hominis,,acrlv,33,2309757,,Contig,31.19,staphylococcus,0
GCA_022689945.1,HMT-127,Staphylococcus,hominis,,acrlj,34,2276076,,Contig,31.34,staphylococcus,0
GCA_022690005.1,HMT-127,Staphylococcus,hominis,,acrlh,23,2268944,,Contig,31.2,staphylococcus,0
GCA_022690025.1,HMT-127,Staphylococcus,hominis,,acrlu,32,2266768,,Contig,31.32,staphylococcus,0
GCA_022690045.1,HMT-127,Staphylococcus,hominis,,acrlt,28,2267685,,Contig,31.19,staphylococcus,0
GCA_022690065.1,HMT-127,Staphylococcus,hominis,,acrmj,24,2194294,,Contig,31.34,staphylococcus,0
GCA_022690145.1,HMT-127,Staphylococcus,hominis,,acrlf,23,2213328,,Contig,31.32,staphylococcus,0
GCA_022690165.1,HMT-127,Staphylococcus,hominis,,acrle,24,2193257,,Contig,31.33,staphylococcus,0
GCA_022690185.1,HMT-127,Staphylococcus,hominis,,acrlr,23,2245889,,Contig,31.27,staphylococcus,0
GCA_022690225.1,HMT-127,Staphylococcus,hominis,,acrlq,27,2216034,,Contig,31.27,staphylococcus,0
GCA_022690265.1,HMT-127,Staphylococcus,hominis,,acrmp,22,2189068,,Contig,31.25,staphylococcus,0
GCA_022690275.1,HMT-127,Staphylococcus,hominis,,acrmr,27,2211478,,Contig,31.38,staphylococcus,0
GCA_022690295.1,HMT-127,Staphylococcus,hominis,,acrmv,27,2268824,,Contig,31.38,staphylococcus,0
GCA_022690325.1,HMT-127,Staphylococcus,hominis,,acrno,30,2229319,,Contig,31.4,staphylococcus,0
GCA_022690375.1,HMT-127,Staphylococcus,hominis,,acrmt,26,2286950,,Contig,31.26,staphylococcus,0
GCA_022690425.1,HMT-127,Staphylococcus,hominis,,acrmn,32,2343435,,Contig,31.26,staphylococcus,0
GCA_022693345.1,HMT-127,Staphylococcus,hominis,,C5,7,2447570,,Complete Genome,31.44,staphylococcus,0
GCA_022695885.1,HMT-127,Staphylococcus,hominis,,384,5,2315909,,Contig,31.57,staphylococcus,0
GCA_022695935.1,HMT-127,Staphylococcus,hominis,,371,4,2295464,,Contig,31.47,staphylococcus,0
GCA_023277465.1,HMT-127,Staphylococcus,hominis,,WiKim0113,1,2239213,,Complete Genome,31.53,staphylococcus,0
GCA_024586465.1,HMT-127,Staphylococcus,hominis,,706569/1,7,2494841,,Contig,31.6,staphylococcus,0
GCA_025143445.1,HMT-127,Staphylococcus,hominis,,p3-SID320,24,2252934,,Contig,31.47,staphylococcus,0
GCA_025558605.1,HMT-127,Staphylococcus,hominis,,IVB6247,1,2225204,,Complete Genome,31.61,staphylococcus,0
GCA_027689215.1,HMT-127,Staphylococcus,hominis,,TM114-130,24,2173824,,Scaffold,31.27,staphylococcus,0
GCA_027689245.1,HMT-127,Staphylococcus,hominis,,TM114-127,24,2182385,,Scaffold,31.32,staphylococcus,0
GCA_027689395.1,HMT-127,Staphylococcus,hominis,,TM114-05,26,2180566,,Scaffold,31.3,staphylococcus,0
GCA_027689675.1,HMT-127,Staphylococcus,hominis,,TM114-128,23,2177331,,Scaffold,31.3,staphylococcus,0
GCA_029926865.1,HMT-127,Staphylococcus,hominis,,ACVEJ,28,2293612,,Contig,31.36,staphylococcus,0
GCA_029926905.1,HMT-127,Staphylococcus,hominis,,ACVEI,29,2293973,,Contig,31.37,staphylococcus,0
GCA_029926915.1,HMT-127,Staphylococcus,hominis,,ACVEH,27,2233274,,Contig,31.43,staphylococcus,0
GCA_030014025.1,HMT-127,Staphylococcus,hominis,,7056,4,2251807,,Complete Genome,31.63,staphylococcus,0
GCA_030503475.1,HMT-127,Staphylococcus,hominis,,CONS_ST78,34,2174186,,Contig,31.4,staphylococcus,0
GCA_030503485.1,HMT-127,Staphylococcus,hominis,,CONS_83,25,2160289,,Contig,31.38,staphylococcus,0
GCA_030503545.1,HMT-127,Staphylococcus,hominis,,CONS_84,21,2161998,,Contig,31.38,staphylococcus,0
GCA_030540895.1,HMT-127,Staphylococcus,hominis,,G15S1,13,2216911,,Contig,31.38,staphylococcus,0
GCA_900006675.1,HMT-127,Staphylococcus,hominis,,J31,5,2324167,,Contig,31.46,staphylococcus,0
GCA_900033555.1,HMT-127,Staphylococcus,hominis,,2842STDY5753564,20,2207040,,Scaffold,31.36,staphylococcus,0
GCA_900109865.1,HMT-127,Staphylococcus,hominis,,NFPP34,34,2219443,,Contig,31.32,staphylococcus,0
GCA_900240155.1,HMT-127,Staphylococcus,hominis,,Staphylococcus hominis J11,1,2236788,,Chromosome,31.26,staphylococcus,0
GCA_900240185.1,HMT-127,Staphylococcus,hominis,,Staphylococcus hominis J6,1,2235839,,Chromosome,31.24,staphylococcus,0
GCA_900458635.1,HMT-127,Staphylococcus,hominis,,NCTC 11320,2,2257110,,Contig,31.65,staphylococcus,0
GCA_900458745.1,HMT-127,Staphylococcus,hominis,,NCTC 7802,2,2251523,,Contig,31.52,staphylococcus,0
GCA_947495435.1,HMT-127,Staphylococcus,hominis,,4-104.fasta,29,2198056,,Contig,31.42,staphylococcus,0
GCA_000025085.1,HMT-128,Staphylococcus,lugdunensis,,HKU09-01,1,2658366,,Complete Genome,33.87,staphylococcus,0
GCA_000185485.1,HMT-128,Staphylococcus,lugdunensis,,M23590,8,2523668,,Scaffold,33.79,staphylococcus,0
GCA_000247225.2,HMT-128,Staphylococcus,lugdunensis,,VCU139,69,2524140,,Contig,33.68,staphylococcus,0
GCA_000270465.1,HMT-128,Staphylococcus,lugdunensis,,N920143,1,2595888,,Complete Genome,33.82,staphylococcus,0
GCA_000316075.2,HMT-128,Staphylococcus,lugdunensis,,ACS-027-V-Sch2,4,2611013,,Scaffold,34.28,staphylococcus,0
GCA_000542395.1,HMT-128,Staphylococcus,lugdunensis,,UCIM6116,47,2554377,,Scaffold,33.62,staphylococcus,0
GCA_000649085.1,HMT-128,Staphylococcus,lugdunensis,,VCU150,28,2536050,,Contig,33.75,staphylococcus,0
GCA_000649125.1,HMT-128,Staphylococcus,lugdunensis,,VCU148,56,2514513,,Contig,33.7,staphylococcus,0
GCA_001558775.1,HMT-128,Staphylococcus,lugdunensis,,FDAARGOS_141,1,2571829,,Complete Genome,33.8,staphylococcus,0
GCA_001558815.2,HMT-128,Staphylococcus,lugdunensis,,FDAARGOS_143,1,2613879,,Complete Genome,33.95,staphylococcus,0
GCA_002073395.2,HMT-128,Staphylococcus,lugdunensis,,FDAARGOS_222,1,2540323,,Complete Genome,33.85,staphylococcus,0
GCA_002096075.1,HMT-128,Staphylococcus,lugdunensis,,VISLISI_37,1,2579522,,Chromosome,33.79,staphylococcus,0
GCA_002096115.1,HMT-128,Staphylococcus,lugdunensis,,VISLISI_21,1,2546158,,Chromosome,33.77,staphylococcus,0
GCA_002096135.1,HMT-128,Staphylococcus,lugdunensis,,VISLISI_25,1,2491642,,Chromosome,33.84,staphylococcus,0
GCA_002096155.1,HMT-128,Staphylococcus,lugdunensis,,VISLISI_27,2,2600937,,Chromosome,33.72,staphylococcus,0
GCA_002096975.1,HMT-128,Staphylococcus,lugdunensis,,C_33,3,2500687,,Chromosome,33.93,staphylococcus,0
GCA_002097035.1,HMT-128,Staphylococcus,lugdunensis,,VISLISI_22,2,2570886,,Chromosome,33.86,staphylococcus,0
GCA_002104555.1,HMT-128,Staphylococcus,lugdunensis,,VISLISI_33,2,2667001,,Chromosome,33.77,staphylococcus,0
GCA_002250095.2,HMT-128,Staphylococcus,lugdunensis,,K93G,1,2584152,,Complete Genome,33.81,staphylococcus,0
GCA_002407165.1,HMT-128,Staphylococcus,lugdunensis,,FDAARGOS_377,1,2571633,,Complete Genome,33.8,staphylococcus,0
GCA_002591215.1,HMT-128,Staphylococcus,lugdunensis,,FDAARGOS_381,2,2570702,,Complete Genome,33.81,staphylococcus,0
GCA_002901705.1,HMT-128,Staphylococcus,lugdunensis,,NCTC 12217,20,2519514,,Scaffold,33.74,staphylococcus,0
GCA_008728715.1,HMT-128,Staphylococcus,lugdunensis,,SL29,1,2660394,,Complete Genome,33.88,staphylococcus,0
GCA_008728735.1,HMT-128,Staphylococcus,lugdunensis,,SL55,1,2624231,,Complete Genome,33.89,staphylococcus,0
GCA_008728755.1,HMT-128,Staphylococcus,lugdunensis,,SL117,1,2652107,,Complete Genome,33.9,staphylococcus,0
GCA_008728775.1,HMT-128,Staphylococcus,lugdunensis,,SL118,1,2610930,,Complete Genome,33.79,staphylococcus,0
GCA_008728795.1,HMT-128,Staphylococcus,lugdunensis,,SL122,1,2647211,,Complete Genome,33.83,staphylococcus,0
GCA_008728815.1,HMT-128,Staphylococcus,lugdunensis,,SL13,1,2694981,,Complete Genome,33.84,staphylococcus,0
GCA_009931395.1,HMT-128,Staphylococcus,lugdunensis,,APC 3758,1,2570129,,Complete Genome,33.79,staphylococcus,0
GCA_011403135.1,HMT-128,Staphylococcus,lugdunensis,,JICS135,1,2687768,,Complete Genome,33.72,staphylococcus,0
GCA_014962425.1,HMT-128,Staphylococcus,lugdunensis,,IVK28,1,2567907,,Complete Genome,33.8,staphylococcus,0
GCA_016804245.1,HMT-128,Staphylococcus,lugdunensis,,MBAZ2,1,2606118,,Complete Genome,33.82,staphylococcus,0
GCA_016808995.1,HMT-128,Staphylococcus,lugdunensis,,s38,19,2535435,,Scaffold,33.66,staphylococcus,0
GCA_020682785.1,HMT-128,Staphylococcus,lugdunensis,,SS167_SL_UNIFESP,23,2548401,,Contig,33.7,staphylococcus,0
GCA_020882195.1,HMT-128,Staphylococcus,lugdunensis,,CGMH-SL118,1,2813336,,Complete Genome,33.75,staphylococcus,0
GCA_022568915.1,HMT-128,Staphylococcus,lugdunensis,,P5-13,32,2549897,,Contig,33.73,staphylococcus,0
GCA_022568935.1,HMT-128,Staphylococcus,lugdunensis,,D2-12,25,2532348,,Contig,33.66,staphylococcus,0
GCA_022568955.1,HMT-128,Staphylococcus,lugdunensis,,P8-10,42,2522674,,Contig,33.77,staphylococcus,0
GCA_022568975.1,HMT-128,Staphylococcus,lugdunensis,,E1-48,25,2586588,,Contig,33.71,staphylococcus,0
GCA_022568985.1,HMT-128,Staphylococcus,lugdunensis,,P6-7,34,2536521,,Contig,33.65,staphylococcus,0
GCA_022569015.1,HMT-128,Staphylococcus,lugdunensis,,B6-6,20,2547873,,Contig,33.64,staphylococcus,0
GCA_022569035.1,HMT-128,Staphylococcus,lugdunensis,,B6-3,23,2575268,,Contig,33.7,staphylococcus,0
GCA_022569055.1,HMT-128,Staphylococcus,lugdunensis,,B5-16,19,2560903,,Contig,33.73,staphylococcus,0
GCA_022569075.1,HMT-128,Staphylococcus,lugdunensis,,D2-19,12,2585050,,Contig,33.74,staphylococcus,0
GCA_022569085.1,HMT-128,Staphylococcus,lugdunensis,,D3-12,32,2649731,,Contig,33.69,staphylococcus,0
GCA_022569095.1,HMT-128,Staphylococcus,lugdunensis,,D4-9,15,2517845,,Contig,33.81,staphylococcus,0
GCA_022569135.1,HMT-128,Staphylococcus,lugdunensis,,E1-36,37,2576831,,Contig,33.81,staphylococcus,0
GCA_022569155.1,HMT-128,Staphylococcus,lugdunensis,,P2-40,33,2598745,,Contig,33.69,staphylococcus,0
GCA_022569175.1,HMT-128,Staphylococcus,lugdunensis,,IVK84,22,2586047,,Contig,33.69,staphylococcus,0
GCA_022569195.1,HMT-128,Staphylococcus,lugdunensis,,IVK68,18,2635037,,Contig,33.66,staphylococcus,0
GCA_022569205.1,HMT-128,Staphylococcus,lugdunensis,,D2-16,18,2535332,,Contig,33.7,staphylococcus,0
GCA_022569235.1,HMT-128,Staphylococcus,lugdunensis,,IVK28,24,2521981,,Contig,33.68,staphylococcus,0
GCA_022569245.1,HMT-128,Staphylococcus,lugdunensis,,14-2,31,2495017,,Contig,33.75,staphylococcus,0
GCA_022569275.1,HMT-128,Staphylococcus,lugdunensis,,3-Dec,17,2634709,,Contig,33.66,staphylococcus,0
